Date,ISOWeek,DOI,Version,Category,Title,Authors
2026-04-21,17,10.64898/2026.04.20.719701,1,microbiology,Computational Drug Repurposing Targeting LuxS-Mediated Quorum Sensing in Fusobacterium nucleatum: A Virtual Screening and Molecular Dynamics Approach,"Cedeno, K.; De Leon, D.; Chiari, M."
2026-04-21,17,10.64898/2026.04.21.719556,1,microbiology,Analysis of a detoxified Escherichia coli strain for bacteriophage production,"Welham, E.; Park de la Torriente, A.; Arng Lee, J.; Keith, M.; McAteer, S. P.; Paterson, G. K.; Gally, D. L.; Low, A. S."
2026-04-21,17,10.64898/2026.04.21.719821,1,microbiology,Cellular remodeling during photosymbiosis establishment revealed by single-cell dual proteomics,"Yang, C.-L.; Kamal, M. M.; Ravael, L.; Wei, C.-Y.; Chen, Y.-J.; Magno, S.; Chen, C.-W.; Lin, P.-Y.; Hsu, C.-C.; Leu, J.-Y.; Ku, C."
2026-04-21,17,10.64898/2026.04.21.719790,1,microbiology,HIV-1 can undergo Env-independent retrotransposon-like activity,"Matsumura, S.; Amesimeku, W. A. O.; Rajib, S. A.; Monde, N.; Sasaki, H.; Terasawa, H.; Hossain, M. J.; Sawa, T.; Maeda, Y.; Satou, Y.; Monde, K."
2026-04-21,17,10.64898/2026.04.18.719403,1,genomics,Dibenzocyclooctyne-modified PCR primers enable direct enzyme-free click chemistry ligation for custom nanopore amplicon sequencing,"Lypaczewski, P.; Shapiro, B. J."
2026-04-21,17,10.64898/2026.04.18.719391,1,biochemistry,Ant abaecin-2 is a context-dependent copper-binding effector that can be either inhibitory or protective,"Donaghy, C. M.; Heyer-Gray, H.; O'Hern, C.; Ibrahim, M.; Perez-Torres, B.; Bogues, N.; Alexandrescu, A.; Djoko, K.; Klassen, J. L.; Angeles-Boza, A. M."
2026-04-21,17,10.64898/2026.04.18.719333,1,bioinformatics,A sequence-based proactive intelligence for influenza antigenic profiling improves vaccine strain selection,"Chen, Y.; Xu, Y.; Cheng, Y.; Qi, X.; Bai, T.; Yang, J.; Luo, H.; Du, X.; Zhu, L.; Yang, L.; Shi, M.; Wang, D.; Li, Z.; Shu, Y."
2026-04-21,17,10.64898/2026.04.18.719374,1,bioinformatics,Topographical archetypes of somatic mutagenesis in cancer,"Lynch, A. W.; Lee, S. S.; Hummel, J. P.; Geiger, B.; Lawrence, M. S.; Jin, H.; Gulhan, D. C.; Park, P. J."
2026-04-21,17,10.64898/2026.04.18.719404,1,bioinformatics,Benchmarking Agentic Large Language Models for ComplexProtein-Set Functional Annotation,"Zhang, X."
2026-04-21,17,10.64898/2026.04.18.719420,1,bioinformatics,Novel Parameter-Free and Interpretable Integration of CITE-seq RNA and ADT Profiles via Tensor Decomposition-Based Unsupervised Feature Extraction,"Taguchi, Y.-h.; Turki, T."
2026-04-21,17,10.64898/2026.04.18.719315,1,bioinformatics,Foundation cell segmentation models performance on live microscopy and spatial-omics data,"Miao, Y.; Surguladze, N.; Lerner, J.; Poysungnoen, K.; Ariano, K.; Li, Y.; Zhu, Y.; Van Batavia, K.; Jepson, J.; Van De Klashorst, J.; Ni, B. Y. X.; Armstrong, A.; Rahman, R.; Horstmeyer, R.; Hickey, J. W."
2026-04-21,17,10.64898/2026.04.20.719664,1,synthetic biology,Rational engineering enhances the signal and modularity of an RNA barcoding technology to track gene transfer in microbiomes,"Karinje, L.; Silberg, J.; Chappell, J.; Stadler, L."
2026-04-21,17,10.64898/2026.04.21.719802,1,microbiology,Epistatic interaction between ribosome-associated Era GTPase and stringent response regulator RelA modulates bacterial cell growth and dormancy,"Pal, R.; Sharma, H.; Sabharwal, P.; Vinothkumar, K. R.; Anand, B."
2026-04-21,17,10.64898/2026.04.20.719600,1,biochemistry,S-Adenosyl-D-methionine as a Non-Physiological Substrate for a Wide Range of SAM-Dependent Enzymes,"Germer, P.; Gericke, L.; Koeppl, L.-H.; Zou, Z.; Jockmann, E.; Kuge, M.; Zoller, K.; Herrmann, H.; Fuderer, R.; Mohr, M. K. F.; Bartels, A.; Oral, G.; Lukat, P.; Layer, G.; Mueller, M.; Blankenfeldt, W.; Barra, L.; Andexer, J. N."
2026-04-21,17,10.1101/2025.03.14.643229,6,biophysics,Heterotypic interfacial tension between oncogenic and wild-type populations forms the mechanical basis of tissue-specific oncogenesis in epithelia,"Datta, A.; Dewan, P.; Anto, A.; Chhabra, T.; Tejaswi, T.; Muthukrishnan, S.; Rao, A.; Sarkar, S.; Vishwakarma, M."
2026-04-22,17,10.64898/2025.12.05.692574,2,biochemistry,"Kinetic and Mechanistic Characterization of RSpFAST, A Non-Covalent Versatile Chemogenetic Platform for Fluorescence Imaging","Shpinov, Y.; Mandal, M.; van Deuren, V.; Lahlou, A.; Le Bec, M.; Chouket, R.; Moussa, C. H.; Bonin, C.; Sepasi Tehrani, H.; Coghill, I.; El Hajji, L.; Ounoughi, K.; Franco Pinto, J.; Plamont, M.-A.; Pelupessy, P.; Ayala, I.; Perez, F.; Aujard, I.; Le Saux, T.; Gautier, A.; Dedecker, P.; Brutscher, B.; Jullien, L."
2026-04-22,17,10.64898/2026.04.09.717569,2,biochemistry,A novel sample delivery method for powder X-ray diffraction at Turkish Light Source,"AYAN, E.; Kepceoglu, A.; Mermer, A."
2026-04-22,17,10.1101/2025.10.23.684152,3,bioinformatics,A novel attention mechanism for noise-adaptive and robust segmentation of microtubules in microscopy images,"Ait Laydi, A.; Cueff, L.; Crespo, M.; El Mourabit, Y.; Bouvrais, H."
2026-04-22,17,10.1101/2025.10.13.678797,2,bioinformatics,Genotype-phenotype modeling of light ecotypes in Prochlorococcus reveals genomic signatures of ecotypic divergence,"Brenner, E. P.; Vang, C. K.; Johnson, C. G.; Ravi, J."
2026-04-22,17,10.1101/2025.04.01.646625,2,bioinformatics,Intratumor Heterogeneity Through the Lens of Gene Regulatory Networks,"Rao, N.; Sapoval, N.; Nakhleh, L.; Zafar, H."
2026-04-22,17,10.64898/2026.04.22.719598,1,biophysics,Nematic order in cellular tissues: a standardized framework and anomalous defect dynamics,"Rembert, N.; Dedenon, M.; Roux, A.; Dessalles, C. A."
2026-04-22,17,10.1101/2025.11.08.687351,4,biophysics,Glassy dynamics in active epithelia emerge from an interplay of mechanochemical feedback and crowding.,"Muthukrishnan, S.; Dewan, P.; Tejaswi, T.; Sebastian, M. B.; Chhabra, T.; Mondal, S.; Kolya, S.; Sarkar, S.; Vishwakarma, M."
2026-04-22,17,10.1101/2025.03.06.641691,2,biophysics,H2A.Z facilitates Sox2-nucleosome interaction by promoting DNA and histone H3 tail mobility,"Moos, H. K.; Patel, R.; Flaherty, S. K.; Loverde, S. M.; Nikolova, E. N."
2026-04-22,17,10.64898/2026.04.21.719858,1,bioinformatics,Petabase-scale Papillomavirus Discovery,"Shen, J.; Chikhi, R.; Korobeynikov, A.; Babaian, A."
2026-04-22,17,10.1101/2023.08.07.552268,3,bioengineering,Biomechanical comparison of plate materials and designs for subcondylar fracture fixation: An in silico assessment,"Gupta, A.; Ghosh, R.; Dutta, K.; Dutta, A.; Mukherjee, K."
2026-04-22,17,10.1101/2025.08.27.672528,2,bioinformatics,IDEAL-GENOM: Integrated Downstream Analytical Toolkit for Genomic Analysis,"Gonzalez Ricardo, L. G.; Tenghe, A. M. M.; Ashok Kumar Sreelatha, A.; Sharma, M."
2026-04-22,17,10.64898/2026.04.21.719894,2,synthetic biology,A novel polymerase III promoter for gene editing in the agricultural pest Ceratitis capitata,"Hall, A. S.; Shackleton-Chavez, S. M.; Chapman, T.; Leftwich, P. T."
2026-04-22,17,10.64898/2026.04.21.719859,1,biochemistry,Bioprospecting Novel Luciferase Genes from Museum Coleoptera,"Bate, J.; Hardinge, P.; Jathoul, A. P.; Wilson, M. R.; Murray, J. A. H."
2026-04-22,17,10.64898/2026.04.21.719832,1,synthetic biology,Delineating the Transcriptional and Phenotypic Impact from Biotherapeutic Glycoengineering,"Li, H.; CHIANG, W.-T.; Gazestani, V. H.; Bao, B.; Li, S.; Menard, P.; Arnsdorf, J.; Dalgaard, Z. S.; Bjorn, S. P.; Brondum, K. K.; Hansen, A. H.; Schoffelen, S.; Voldborg, B. G.; Lewis, N. E."
2026-04-22,17,10.64898/2026.04.20.719559,1,biophysics,Spectral emission profile and wavelength tolerances affect pulse oximeter performance,"Reiser, M.; Breidenassel, A.; Amft, O."
2026-04-22,17,10.64898/2026.04.20.719571,1,microbiology,Analysis of persistence thresholds for a nonlocal PDE--ODE model of bacterial persister cells,"Li, C.; Meadows, T.; Day, T."
2026-04-22,17,10.64898/2026.04.20.719590,1,bioinformatics,Systematic Benchmarking of Kinase Bioactivity Models Across Splitting Strategies and Protein Representations,"Abbott, J. M."
2026-04-22,17,10.64898/2026.04.19.719512,1,bioinformatics,SPaCeD: Spatial Point Process Distances for Pairing the Heavy and Light Chains of B Cell Receptors from Spatial BCR-seq,"Liu, Y.; Nathoo, F.; Laumont, C.; Kalaria, S.; Nelson, B."
2026-04-22,17,10.64898/2026.04.20.719580,1,biochemistry,Molecular basis of Salla Disease: R39C Mutation Effects on the Lysosomal Transporter Sialin,"Matsingos, C.; Lot, I.; Vaz, M.; Mailliart, J.; Boulayat, M.; Debacker, C.; Goupil-Lamy, A.; Gasnier, B.; Acher, F. C.; Anne, C."
2026-04-22,17,10.64898/2026.04.20.719557,1,bioengineering,De novo masking domains that gate TNF-family ligand assembly and activity,"Kudo, S.; Kuhlman, B."
2026-04-22,17,10.64898/2026.04.21.719937,1,bioengineering,A High-Throughput Platform for Rapidly Adapting DNA Aptamers to SARS-CoV-2 Evolution,"He, Y.; Yang, Z.; Kuo, Y.-A.; Wu, Y.; Fonseca-Albert, D.; Le, K. K.; Guo, J. G.; Wang, Y.; Nguyen, A.-T.; Chen, Y.-I.; Kim, S.; Chen, W.-R.; Seifi, S.; Hong, S.; Nguyen, T. D.; Chen, Y.; Ren, P.; Lu, Y.; Yeh, H.-C."
2026-04-22,17,10.64898/2026.04.20.719543,1,biophysics,"Long-range allosteric communication, double mutant cycles, and energetic coupling in SARS-CoV-2 spike protein","Lucas, A.; Rayaprolu, V.; Mallela, K."
2026-04-22,17,10.64898/2026.04.21.719965,1,microbiology,"Rhizoxin and 2,4-diacetylphloroglucinol Contribute to Biocontrol of Pseudomonas protegens Pf-5 Against Pea Ascochyta Blight Pathogen Didymella pinodes","Priyanto, J. A.; Mwanza, C.; Purnamasari, M.; Wu, X.; Huang, L.; Yan, Q."
2026-04-22,17,10.64898/2026.04.22.720090,1,microbiology,Diversification and functional expansion of archaeal TFF machineries,"Sivabalasarma, S.; Albers, S."
2026-04-23,17,10.64898/2026.04.20.719760,1,genomics,Origin and evolution of grapevine genomes,"Wang, X.; Sun, J.; Wang, J.; Zhang, X.; Chen, S.; Jin, J.; Zhang, X.; Khan, F. S.; Wang, K.; Mei, J.; Zheng, W.; Guo, L.; Sun, H.; Liu, C.; Abe-Kanoh, N.; Ye, W.; Guo, L."
2026-04-23,17,10.64898/2026.04.13.715606,2,bioengineering,Engineering autologous ossicles for the personalized modeling of acute myeloid leukemia,"Sauter, C.; Zacharaki, D.; Garcia Garcia, A.; Hidalgo Gil, D.; Li, Y.; Grigoryan, A.; Gabriel, M.; Baudet, A.; Gonzalez Anton, S.; Cammenga, J.; Lazarevic, V.; Bourgine, P. E."
2026-04-23,17,10.64898/2026.03.13.711687,2,bioinformatics,Eco-Evolutionary Dynamics of Proliferation Heterogeneity: A Phenotype-Structured Model for Tumor Growth and Treatment Response,"Schmalenstroer, L.; Rockne, R. C.; Farahpour, F."
2026-04-23,17,10.64898/2026.03.25.714249,2,bioinformatics,DeepBranchAI: A Novel Cascade Workflow Enabling Accessible 3D Branching Network Segmentation,"Maltsev, A. V.; Hartnell, L.; Ferrucci, L."
2026-04-23,17,10.64898/2026.04.16.718997,2,bioinformatics,scSketch: Interactive Sketch-based Trajectory Exploration and Pathway-Aware Analysis of Single-Cell Data,"Temirbek, A.; Lekschas, F.; Sankaran, K.; Colubri, A."
2026-04-23,17,10.64898/2026.01.28.702368,2,biophysics,Molecular mechanisms of mitochondrial Ca2+ exchanger NCLX,"Zhang, L.; Han, Y.; Zeng, W.; Xue, J.; Wang, Y.; Jiang, Y."
2026-04-23,17,10.64898/2026.02.02.703244,3,microbiology,ACE-2-like Enzymatic Activity in Anti-SARS-CoV-2 Spike Protein Monoclonal Antibodies,"Song, Y.; Mehl, F.; No, T.; Livingston, L.; Quintero Barbosa, J. S.; Hayashi, J.; Serrero, G.; Bortz, P. S.; Wilson, J.; Crowe, J. E.; Ho, D. D.; Yin, M. T.; Tan, J.; Zeichner, S. L."
2026-04-23,17,10.64898/2026.04.16.718958,2,bioinformatics,Reveal Principles of Codon Optimization via Machine Learning,"Deng, F.; Li, H.; Sun, D.; Duan, G.; Sun, Z.; Xue, G."
