Date,ISOWeek,DOI,Version,Category,Title,Authors
2026-03-27,13,10.1101/2022.04.18.488630,3,bioinformatics,NETSCOPE: Information-Theory Based Network Discovery and Analysis,"Bergmans, T.; Jamal, T.; Rezeika, A.; Hsing, C.-C.; Celikel, T."
2026-03-23,13,10.1101/2023.04.25.537981,3,bioinformatics,AI-Enhanced Adaptive Virtual Screening Platform Enabling Exploration of 69 Billion Molecules Discovers Structurally Validated FSP1 Inhibitors,"Cecchini, D.; Nigam, A.; Tang, M.; Reis, J.; Koop, M.; Gottinger, A.; Nicoll, C. R.; Wang, Y.; Jayaraj, A.; Cinaroglu, S. S.; Törner, R.; Malets, Y.; Gehev, M.; Padmanabha Das, K. M.; Churion, K.; Kim, J.; Thomas, N.; Li, Y.; Seo, H.-S.; Dhe-Paganon, S.; Secker, C.; Haddadnia, M.; Hasson, A.; Li, M.; Kumar, A.; Levin-Konigsberg, R.; Choi, E.-B.; Shapiro, G. I.; Cox, H.; Sebastian, L.; Braithwaite, C.; Bashyal, P.; Radchenko, D. S.; Kumar, A.; Yang, L.; Aquilanti, P.-Y.; Gabb, H.; Alhossary, A.; Wagner, G.; Aspuru-Guzik, A.; Moroz, Y. S.; Kalodimos, C. G.; Fackeldey, K.; Schuetz, J. D.; Mattev"
2026-03-25,13,10.1101/2023.11.08.566299,3,microbiology,Enteric Populations of Escherichia coli are Likely to be Resistant to Phages Due to O-Antigen Expression,"Berryhill, B. A.; Gil-Gil, T.; Burke, K. B.; Fontaine, J.; Brink, C. E.; Harvill, M. G.; Goldberg, D. A.; Navas, J. N.; May, K. L.; Grabowicz, M.; Konstantinidis, K. T.; Levin, B. R.; Woodworth, M. H."
2026-03-28,13,10.1101/2024.01.24.577100,2,genomics,Systemic Genome Correlation Loss as a Central Characteristic of Spaceflight,"Sakharkar, A.; Berliner, A. J.; Lukong, K. E.; Sanders, L. M.; Costes, S. V.; Yang, J.; Taghibiglou, C.; Mason, C. E."
2026-03-27,13,10.1101/2024.02.05.578987,2,biophysics,DARE: Division Axis and Region Estimation from 2D and 3D Time-Lapse Images,"Karpinski, R.; Gros, A.; Karnat, M.; Saaheelur Rahaman, Q.; Vanaret, J.; Saadaoui, M.; Tlili, S. L.; Rupprecht, J.-F."
2026-03-25,13,10.1101/2024.02.14.580219,2,bioengineering,High-frequency amplitude-modulated sinusoidal stimulation desynchronizes neural activity and enhances naturalness of evoked sensations,"Barra, B.; Rose, D. S.; Kumar, R.; Gopinath, C.; Mirzakhalili, E.; Lempka, S. F.; Gaunt, R. A.; Glowacki, E. D.; Fisher, L. E."
2026-03-28,13,10.1101/2024.04.08.588641,2,genomics,MINTsC learns multi-way chromatin interactions from single cell high throughput chromatin conformation data,"Park, K.; Gao, T.; Yan, J.; Keles, S."
2026-03-29,13,10.1101/2024.05.25.595898,3,bioinformatics,The mod-minimizer: a simple and efficient sampling algorithm for long k-mers,"Groot Koerkamp, R.; Pibiri, G. E."
2026-03-27,13,10.1101/2024.08.06.606599,2,biochemistry,ThermoTargetMiner Charts the Proteome-Wide Target Landscape of Lung Cancer Therapeutics,"Lyu, H.; Gharibi, H.; Sokolova, B.; Varli, M.; Voiland, A.; Nilsson, B.; Meng, Z.; Gaetani, M.; Saei, A. A.; Zubarev, R."
2026-03-26,13,10.1101/2024.09.01.610730,2,biophysics,Revealing a Correlation between Structure and in vitro Activity of mRNA Lipid Nanoparticles,"Chen, X.; Fang, J.; Ge, X.; Li, M.; Jiang, F.; Hong, L.; Liu, Z."
